id,direction,signals,n_signals,tp,sl,train_return,train_sharpe,train_drawdown,train_trades,train_winrate,score,train_chop_trades,train_chop_trade_share,train_chop_pnl,train_chop_return_pct,train_chop_win_rate,train_chop_avg_trade_return_pct,train_chop_total_trade_return_pct,train_trendy_trades,train_trendy_trade_share,train_trendy_pnl,train_trendy_return_pct,train_trendy_win_rate,train_trendy_avg_trade_return_pct,train_trendy_total_trade_return_pct,train_volatile_trades,train_volatile_trade_share,train_volatile_pnl,train_volatile_return_pct,train_volatile_win_rate,train_volatile_avg_trade_return_pct,train_volatile_total_trade_return_pct
ab76509e,bear,s81|s52|s29,3,0.0192801492,0.0117877182,0.5854,0.0,-1.8383,4,50.0,0.011746,1,0.25,-11413.1,-1.1413,0.0,-1.1788,-1.1788,0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.75,24931.33,2.4931,66.6667,0.8924,2.6773
2502bb94,bear,s52|s28|s19,3,0.0207434741,0.0090668213,-1.1651,0.0,-2.9671,6,33.3333,0.010373,1,0.1667,-8781.68,-0.8782,0.0,-0.9067,-0.9067,1,0.1667,-8860.27,-0.886,0.0,-0.9067,-0.9067,4,0.6667,19831.33,1.9831,50.0,0.5838,2.3353
bda3fa3f,bear,s13|s52|s27,3,0.0186323356,0.0089962178,-1.5242,0.0,-3.0578,6,33.3333,0.010168,2,0.3333,8035.6,0.8036,50.0,0.4818,0.9636,1,0.1667,-8776.77,-0.8777,0.0,-0.8996,-0.8996,3,0.5,-671.08,-0.0671,33.3333,0.0213,0.064
6f7d3a13,bull,s6|s46,2,0.0208285405,0.0121949714,1.2726,0.0,-2.1331,1,100.0,0.005974,1,1.0,20158.14,2.0158,100.0,2.0829,2.0829,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
78e4d4d3,bull,s7|s83|s21|s87|s74,5,0.0227998053,0.0121578553,1.2332,0.0,-2.1339,1,100.0,0.005971,1,1.0,22046.83,2.2047,100.0,2.28,2.28,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
53100f79,bull,s45|s10|s26,3,0.019773122,0.0084763815,1.1057,0.0,-2.1365,1,100.0,0.00596,1,1.0,19136.69,1.9137,100.0,1.9773,1.9773,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
ab77853a,bull,s60|s68|s40,3,0.0212312031,0.0126573768,1.0843,0.0,-2.137,1,100.0,0.005959,1,1.0,20558.92,2.0559,100.0,2.1231,2.1231,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
25698899,bull,s35|s58|s68|s8,4,0.0208279625,0.0095950033,1.0428,0.0,-2.1378,1,100.0,0.005955,1,1.0,20179.8,2.018,100.0,2.0828,2.0828,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
b2dd364c,bull,s92|s15|s45,3,0.0220413245,0.0118313471,0.9817,0.0,-2.1391,1,100.0,0.00595,1,1.0,21335.91,2.1336,100.0,2.2041,2.2041,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
dd12661a,bull,s84|s6|s44|s46,4,0.0221114522,0.0144247529,0.9437,0.0,-2.1399,1,100.0,0.005947,1,1.0,21399.76,2.14,100.0,2.2111,2.2111,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
7f9cea1e,bull,s8|s73|s63,3,0.0192024962,0.0109098288,0.8855,0.0,-2.1411,1,100.0,0.005942,1,1.0,18604.91,1.8605,100.0,1.9202,1.9202,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
06ed9f01,bull,s83|s45|s24,3,0.0211504396,0.0086112323,0.8214,0.0,-2.0466,2,50.0,0.005886,2,1.0,12107.35,1.2107,50.0,0.627,1.2539,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
56917d2b,bull,s64|s48|s26,3,0.0206837334,0.0102103035,0.6182,0.0,-2.0393,2,50.0,0.005854,1,0.5,20022.09,2.0022,100.0,2.0684,2.0684,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5,-9946.08,-0.9946,0.0,-1.021,-1.021
992dafb0,bear,s62|s89|s72,3,0.0211319631,0.0122205513,0.5049,0.0,-1.9185,2,50.0,0.005851,1,0.5,-11836.42,-1.1836,0.0,-1.2221,-1.2221,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5,20780.03,2.078,100.0,2.1132,2.1132
5f43a554,bull,s83|s32|s92|s36|s73,5,0.0187959395,0.01042405,0.4153,0.0,-1.9227,2,50.0,0.005836,1,0.5,18220.89,1.8221,100.0,1.8796,1.8796,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5,-10169.78,-1.017,0.0,-1.0424,-1.0424
8f70164a,bear,s71|s101|s57|s90|s20,5,0.0202386447,0.0109187821,0.2757,0.0,-1.7917,2,50.0,0.005829,1,0.5,-10570.58,-1.0571,0.0,-1.0919,-1.0919,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5,19901.59,1.9902,100.0,2.0239,2.0239
e4b1c171,bear,s37|s19|s18|s72|s61,5,0.0209909542,0.0113831916,0.3238,0.0,-1.9972,2,50.0,0.005812,1,0.5,-11028.95,-1.1029,0.0,-1.1383,-1.1383,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5,20614.24,2.0614,100.0,2.0991,2.0991
4c15f326,bear,s19|s85|s72|s80|s22,5,0.0207673424,0.0127149783,0.1735,0.0,-2.0705,2,50.0,0.005779,1,0.5,-12312.18,-1.2312,0.0,-1.2715,-1.2715,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5,20394.64,2.0395,100.0,2.0767,2.0767
21426627,bull,s46|s34|s74|s84,4,0.021381726,0.0101487225,0.2159,0.0,-2.1551,2,50.0,0.005776,1,0.5,20693.52,2.0694,100.0,2.1382,2.1382,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5,-10030.43,-1.003,0.0,-1.0149,-1.0149
6f3c9123,bull,s64|s47,2,0.0209466681,0.0116904242,0.3097,0.0,-2.4381,2,50.0,0.005757,1,0.5,20272.46,2.0272,100.0,2.0947,2.0947,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5,-11387.89,-1.1388,0.0,-1.169,-1.169
